File,Undamped Coulomb
SSI-001LEU-154LEU-1,-2.3133499999999988e-05
SSI-003THR-182GLU-1,-0.0008887883999999998
SSI-003TYR-056ALA-1,-0.0016192237000000004
SSI-004LEU-031TYR-1,2.7698400000000182e-05
SSI-005LEU-010TRP-1,-0.0003086417999999993
SSI-005LEU-015LYS-1,2.449389999999998e-05
SSI-005PHE-163LEU-1,0.0008218914000000005
SSI-006GLU-010TYR-1,-0.0014076247999999989
SSI-007THR-031LYS-1,-4.615939999999999e-05
SSI-009ARG-128ARG-2,0.10159064690000001
SSI-009GLN-068ILE-1,0.00035420379999999993
SSI-009VAL-025ILE-1,3.340580000000001e-05
SSI-013LEU-065PHE-1,0.0016672427999999985
SSI-015ILE-034LEU-1,3.487690000000003e-05
SSI-016LEU-062LEU-1,5.554210000000005e-05
SSI-019VAL-075LEU-1,3.4196900000000005e-05
SSI-022GLN-058GLU-1,-0.0002926680999999999
SSI-023ASP-057ARG-1,-0.1728418677
SSI-023GLU-028LEU-1,0.0002522542999999999
SSI-024LEU-260ILE-1,-2.5530599999999996e-05
SSI-024LYS-069TYR-2,-0.006532178300000003
SSI-025SER-075ASP-1,0.0101857432
SSI-029PHE-103HIE-1,0.0024796307000000003
SSI-031PHE-095TYR-1,-0.0008815061999999877
SSI-034ASP-037PHE-1,0.0010331165000000016
SSI-034TYR-143MET-1,-0.003371699899999999
SSI-035ALA-065LEU-1,-0.00010203979999999994
SSI-036ARG-162GLN-1,-0.026510530000000004
SSI-038PHE-046ARG-1,0.00017338900000000068
SSI-039THR-046THR-1,-0.0144425839
SSI-039THR-077LEU-1,8.224100000000001e-06
SSI-041ILE-107PHE-2,-0.0001264519
SSI-043LEU-055THR-1,8.425099999999998e-05
SSI-043TYR-048GLN-1,0.0020532506999999985
SSI-048LYS-082ILE-1,0.00014366210000000006
SSI-049GLU-080ARG-1,-0.1370178589
SSI-051VAL-104ILE-1,3.421720000000003e-05
SSI-052ILE-056GLN-1,-0.0003838310000000001
SSI-058TRP-180SER-1,0.0005524198000000011
SSI-059PHE-118THR-1,-0.00021842249999999986
SSI-062ILE-105TYR-1,0.00018447169999999982
SSI-065THR-069ILE-1,-2.2341699999999976e-05
SSI-068ARG-072THR-1,-0.017385311999999997
SSI-068HIE-075LYS-1,-0.009911158599999999
SSI-070MET-075ILE-1,1.0737699999999889e-05
SSI-075LEU-111LEU-2,2.8754999999999998e-05
SSI-079ASP-135ILE-1,0.0003676746
SSI-083LEU-088TYR-2,0.0004797365000000001
SSI-084TYR-089ASP-1,0.0054509087
SSI-091LYS-140SER-2,-0.022938435400000002
SSI-095TYR-106TYR-1,-0.005203776999999999
SSI-113ILE-185VAL-1,-0.0001109591
SSI-115ASP-156ASP-1,0.1506207994
SSI-115GLU-123PRO-1,-2.6092099999999967e-05
SSI-126LEU-162PHE-1,-0.0003275109
SSI-130VAL-185PHE-1,-0.00025976139999999993
SSI-131ASP-182PHE-1,0.0027352162999999996
SSI-131THR-149LEU-1,-4.414350000000001e-05
SSI-136SER-144ARG-1,-0.021191958299999997
SSI-153PHE-163LEU-1,-0.0006352806000000004
SSI-158VAL-205TYR-1,-0.0002078804
SSI-165TYR-208ILE-1,0.00019309769999999987
SSI-175LEU-233ALA-1,5.9736e-05
SSI-189THR-199LYS-1,0.00044472999999999995
SSI-193HIE-248MET-1,-0.00019333350000000002
