File,Undamped Coulomb
JSCH-10,-0.0287718663
JSCH-100,0.0069361887
JSCH-101,0.0018263946000000135
JSCH-102,0.00464514159999999
JSCH-103,-0.008652920199999999
JSCH-104,-0.002327703599999997
JSCH-106,0.0015906406000000006
JSCH-108,-0.000914514000000006
JSCH-109,0.0007497389000000029
JSCH-110,0.0017695989999999993
JSCH-111,-0.002636336099999999
JSCH-112,0.0007664936999999981
JSCH-113,-0.005589702400000004
JSCH-114,-0.0027682084000000117
JSCH-121,-0.007434825899999989
JSCH-124,-0.009351351300000003
JSCH-14,-0.04564175130000002
JSCH-15,-0.004804297499999999
JSCH-18,-0.035432373600000004
JSCH-19,-0.03702758839999999
JSCH-23,-0.036302824
JSCH-25,-0.0235070052
JSCH-26,-0.03663600930000001
JSCH-30,-0.021508366100000002
JSCH-39,-0.0028742981999999996
JSCH-40,-0.0062016992
JSCH-41,-0.002205546900000001
JSCH-43,0.007074854000000001
JSCH-44,0.010199865899999997
JSCH-45,0.0046721364999999975
JSCH-46,0.0038401396
JSCH-52,-0.0009202837999999999
JSCH-55,0.0034731319
